,수업년도,수업학기,수업번호,정원,수강,1,2,3,4,5,6,전체취소,정정취소,희망수업등록,증원인원,재수강인원
390,2021,20,15043,24,24,9,5,4,2,0,29,25,0,59,0,
391,2021,20,12994,16,16,9,5,4,1,0,8,11,0,38,0,2
392,2021,20,15225,30,33,9,5,1,4,2,14,2,0,64,3,
393,2021,20,13391,12,14,9,3,0,0,0,3,1,0,18,2,
394,2021,20,10651,12,12,9,3,0,0,0,0,0,0,31,0,
395,2021,20,15016,20,18,9,2,2,3,2,6,6,2,37,0,
396,2021,20,12757,13,13,9,2,0,1,2,1,2,0,29,0,
397,2021,20,13414,10,10,9,1,0,0,0,1,1,0,17,0,
398,2021,20,13185,80,85,8,44,21,6,1,10,5,0,140,5,
399,2021,20,11482,70,69,8,28,26,6,2,18,19,1,95,0,1
400,2021,20,10974,104,104,8,28,21,13,13,21,0,0,85,0,31
401,2021,20,12837,67,66,8,24,15,9,5,6,1,0,147,0,3
402,2021,20,12614,38,38,8,20,10,0,0,2,2,0,69,0,
403,2021,20,12704,40,40,8,19,10,0,1,4,2,0,70,0,
404,2021,20,13173,75,74,8,18,21,19,6,26,24,4,93,5,
405,2021,20,11690,85,80,8,16,31,11,6,25,17,4,111,0,
406,2021,20,15455,100,99,8,16,13,9,9,118,74,1,197,0,
407,2021,20,15181,50,36,8,16,11,7,2,68,76,7,91,0,
408,2021,20,15079,50,37,8,15,8,4,7,51,56,8,76,0,1
409,2021,20,15066,30,28,8,14,7,0,0,5,6,2,79,0,
410,2021,20,12795,40,43,8,14,6,10,1,7,3,1,70,4,
411,2021,20,15317,40,38,8,12,7,2,4,38,33,1,80,0,
412,2021,20,10275,40,16,8,11,10,7,7,12,40,0,45,0,
413,2021,20,15327,170,63,8,11,8,11,21,124,120,10,105,0,4
414,2021,20,15202,40,43,8,11,3,7,5,24,15,5,75,10,4
415,2021,20,12585,72,70,8,10,8,12,5,33,6,2,71,0,1
416,2021,20,11467,70,66,8,10,6,16,13,60,47,1,80,0,3
417,2021,20,15212,50,49,8,10,4,9,9,50,41,1,72,0,
418,2021,20,15329,40,38,8,9,8,3,3,44,37,2,76,0,
419,2021,20,13254,50,47,8,9,5,5,7,45,32,3,100,0,
420,2021,20,12737,40,45,8,8,12,5,11,10,9,0,94,5,8
421,2021,20,12957,48,45,8,8,8,10,5,10,4,2,96,0,
422,2021,20,11884,35,36,8,7,10,6,3,6,4,2,64,4,2
423,2021,20,12870,22,22,8,7,5,0,0,3,1,0,31,0,
424,2021,20,13319,20,13,8,7,0,2,0,0,4,0,18,0,
425,2021,20,10742,40,41,8,6,7,6,1,16,3,1,56,3,1
426,2021,20,15033,30,30,8,6,5,4,3,35,31,0,59,0,2
427,2021,20,15477,50,23,8,6,5,1,0,4,4,0,18,0,
428,2021,20,15358,60,28,8,6,4,2,6,53,51,1,42,0,
429,2021,20,12227,16,13,8,6,1,1,0,8,11,0,14,0,
430,2021,20,12978,15,15,8,6,1,0,0,0,0,0,26,0,2
431,2021,20,11663,85,82,8,5,15,21,10,48,25,3,120,0,1
432,2021,20,11409,60,63,8,5,9,14,11,22,6,1,66,5,1
433,2021,20,15204,40,45,8,5,9,8,4,40,29,0,57,10,
434,2021,20,12062,20,31,8,5,8,0,1,13,4,0,48,15,
435,2021,20,12038,50,56,8,5,6,9,15,13,3,0,53,12,1
436,2021,20,15054,20,18,8,5,4,3,0,6,8,2,52,0,
437,2021,20,10322,22,21,8,5,3,3,2,7,7,0,31,3,
438,2021,20,13263,48,28,8,5,0,1,2,28,16,0,48,0,
439,2021,20,13194,70,70,8,4,13,19,13,44,31,0,90,0,
440,2021,20,12995,15,6,8,4,4,7,3,12,32,0,19,0,1
441,2021,20,11246,40,29,8,4,4,4,4,6,1,0,28,0,
442,2021,20,15221,30,27,8,4,4,4,3,33,29,2,61,5,
443,2021,20,10344,20,27,8,4,3,4,2,9,3,0,31,9,
444,2021,20,12993,20,17,8,4,3,2,1,5,6,2,34,0,
445,2021,20,11447,60,16,8,4,1,7,1,21,26,2,32,0,
446,2021,20,10830,17,17,8,4,0,0,0,6,1,0,35,0,
447,2021,20,13199,60,47,8,3,6,8,12,52,42,1,61,0,2
448,2021,20,10200,18,17,8,3,4,0,1,2,1,1,25,1,
449,2021,20,15064,40,38,8,3,2,4,10,25,14,2,66,0,1
450,2021,20,10269,25,20,8,3,2,2,3,17,15,2,31,0,6
451,2021,20,12675,20,19,8,3,1,4,5,0,2,1,46,0,
452,2021,20,15015,20,20,8,2,1,3,2,17,13,0,40,0,
453,2021,20,10011,10,7,8,2,0,2,2,3,10,0,14,0,
454,2021,20,12761,12,12,8,2,0,1,1,1,1,0,24,1,
455,2021,20,13035,11,12,8,1,1,1,0,1,0,0,17,1,1
456,2021,20,12220,13,11,8,1,0,0,0,2,0,0,18,0,
457,2021,20,13312,24,22,8,0,0,4,2,9,1,0,13,0,
458,2021,20,12917,8,8,8,0,0,1,0,0,1,0,28,0,1
459,2021,20,13133,13,11,8,0,0,0,0,5,2,0,18,0,1
460,2021,20,10366,80,22,7,23,15,9,3,9,44,0,47,0,
461,2021,20,12794,40,52,7,22,7,3,1,16,4,1,80,14,
462,2021,20,12988,60,59,7,21,18,7,5,5,4,0,101,0,
463,2021,20,10397,48,17,7,21,1,1,0,23,36,3,33,0,
464,2021,20,12790,40,53,7,20,11,3,0,17,5,1,82,14,
465,2021,20,12195,50,46,7,17,15,7,2,8,10,1,49,0,1
466,2021,20,11507,60,60,7,16,13,6,7,27,16,0,90,0,2
467,2021,20,12809,40,39,7,16,13,6,3,18,24,2,58,10,7
468,2021,20,10856,40,50,7,15,14,1,3,16,6,0,67,10,3
469,2021,20,11785,40,44,7,15,12,6,0,5,1,1,60,5,
470,2021,20,10535,58,58,7,15,12,1,2,23,2,0,79,0,2
471,2021,20,15396,45,49,7,14,7,4,5,31,19,1,57,5,
472,2021,20,11477,58,39,7,13,11,5,10,46,53,0,53,0,3
473,2021,20,15196,100,94,7,12,24,16,10,122,97,5,162,0,1
474,2021,20,11517,60,58,7,11,30,11,3,3,7,3,88,1,35
475,2021,20,12712,40,40,7,11,11,11,0,3,3,0,69,0,
476,2021,20,15403,100,30,7,11,8,5,7,109,117,10,82,0,3
477,2021,20,12194,85,59,7,10,19,18,8,24,27,2,70,0,3
478,2021,20,11660,75,73,7,10,12,12,10,34,16,1,85,0,1
479,2021,20,12121,40,40,7,10,12,6,4,10,9,0,48,0,3
480,2021,20,11850,50,50,7,10,12,4,2,16,1,0,60,0,8
481,2021,20,15388,40,34,7,10,7,8,2,15,15,0,44,0,2
482,2021,20,11819,36,40,7,10,7,7,7,6,4,0,47,5,
483,2021,20,15029,20,20,7,10,4,0,0,4,5,0,51,0,1
484,2021,20,11424,101,101,7,9,16,15,11,49,6,0,118,0,
485,2021,20,10114,50,30,7,9,12,2,3,28,31,4,45,0,1
486,2021,20,13390,70,67,7,9,10,14,8,51,32,7,136,4,
487,2021,20,12831,60,42,7,9,9,13,13,21,30,3,65,0,1
488,2021,20,11425,50,47,7,9,8,13,4,26,20,2,85,0,3
489,2021,20,15155,100,55,7,9,4,10,6,77,58,10,85,0,1
490,2021,20,12681,20,20,7,9,3,0,1,1,1,0,35,0,2
491,2021,20,10722,55,53,7,8,9,5,8,17,1,0,59,0,5
492,2021,20,10826,70,69,7,8,7,21,11,20,5,1,78,0,
493,2021,20,15259,30,27,7,8,4,3,11,24,30,2,72,0,
494,2021,20,15045,24,23,7,8,4,0,4,20,20,1,54,0,5
495,2021,20,15023,20,15,7,8,1,4,3,10,18,2,27,0,3
496,2021,20,10717,18,18,7,8,0,0,0,4,1,0,27,0,
497,2021,20,12732,58,58,7,7,19,17,7,1,0,0,78,0,
498,2021,20,15144,80,75,7,7,12,16,12,129,108,3,144,0,1
499,2021,20,11655,40,40,7,7,12,6,7,5,4,0,60,0,1
500,2021,20,11927,31,39,7,7,11,3,1,17,7,1,48,9,
501,2021,20,10325,32,34,7,7,9,4,1,7,1,0,34,2,
502,2021,20,15001,50,48,7,7,8,7,10,63,54,1,78,0,
503,2021,20,15395,45,34,7,7,8,4,5,16,13,0,48,5,
504,2021,20,15387,40,31,7,7,7,2,2,26,20,1,53,0,
505,2021,20,11083,25,31,7,7,3,4,2,2,0,0,25,6,1
506,2021,20,11678,75,39,7,6,9,5,10,46,44,5,71,0,
507,2021,20,15408,20,18,7,6,6,1,0,3,5,2,38,0,2
508,2021,20,15275,50,50,7,6,5,10,5,61,44,0,71,0,1
509,2021,20,15409,20,20,7,6,4,2,0,5,4,0,48,0,
510,2021,20,15475,50,15,7,6,3,3,1,4,9,0,28,0,
511,2021,20,12756,13,13,7,6,0,0,0,1,1,0,30,0,
512,2021,20,15266,30,29,7,5,6,4,4,28,25,1,76,0,1
513,2021,20,15321,50,49,7,5,3,5,6,36,13,1,54,0,1
514,2021,20,15391,45,22,7,5,2,6,0,11,9,0,30,5,
515,2021,20,11900,30,37,7,4,9,6,5,19,13,4,46,20,
516,2021,20,10306,40,25,7,4,6,5,4,7,8,0,30,0,1
517,2021,20,15008,25,21,7,4,6,3,3,38,40,0,47,0,1
518,2021,20,10002,15,18,7,4,2,1,4,2,2,0,24,3,2
519,2021,20,10393,12,12,7,4,1,0,0,1,1,0,13,1,2
520,2021,20,12857,55,42,7,3,10,17,12,24,31,2,53,0,2
521,2021,20,10593,40,40,7,3,9,14,5,15,13,0,67,0,
522,2021,20,15146,30,30,7,3,5,5,2,30,22,0,43,0,2
523,2021,20,11935,20,23,7,3,3,4,3,8,5,0,25,4,
524,2021,20,15024,20,19,7,3,2,0,1,9,3,1,32,0,
525,2021,20,10141,20,16,7,3,1,3,2,1,1,0,14,0,2
526,2021,20,10549,13,13,7,3,0,2,0,2,1,0,18,0,1
527,2021,20,10995,15,15,7,2,1,0,2,14,11,0,23,0,
528,2021,20,13211,60,55,7,1,3,7,11,70,44,3,65,0,
529,2021,20,12916,8,8,7,1,2,0,0,2,4,0,16,0,
530,2021,20,12920,8,10,7,1,0,0,1,1,0,0,29,2,
531,2021,20,12922,8,7,7,1,0,0,0,0,1,1,28,0,
532,2021,20,12821,10,10,7,0,3,0,1,0,1,0,20,0,
533,2021,20,12493,40,27,7,0,2,4,8,26,20,0,31,0,
534,2021,20,12768,9,10,7,0,1,0,0,3,1,0,21,1,1
535,2021,20,12902,8,9,7,0,1,0,0,2,1,0,25,3,
536,2021,20,10980,53,53,6,27,20,0,0,2,2,0,79,0,
537,2021,20,12192,60,53,6,19,17,9,5,9,12,1,67,0,5
538,2021,20,10207,30,29,6,17,3,0,0,4,2,1,59,0,
539,2021,20,10600,40,39,6,16,11,3,3,6,6,1,46,0,4
540,2021,20,13201,70,70,6,15,17,17,11,16,12,0,88,0,2
541,2021,20,13229,70,73,6,15,13,22,9,25,17,1,103,4,1
542,2021,20,10278,60,39,6,14,18,19,5,32,55,3,74,0,
543,2021,20,12956,55,55,6,14,9,11,1,14,0,0,101,0,
544,2021,20,12929,35,52,6,14,8,5,0,25,6,1,69,18,
545,2021,20,10592,40,39,6,14,7,4,4,7,3,0,48,0,
546,2021,20,12715,40,40,6,13,12,4,5,3,3,0,54,0,5
547,2021,20,13266,40,60,6,13,9,5,5,30,10,2,69,22,2
548,2021,20,10502,30,44,6,13,9,2,6,10,2,1,49,0,
549,2021,20,10208,30,30,6,13,6,1,0,8,4,0,52,0,1
550,2021,20,12690,20,18,6,13,1,0,0,0,2,2,50,0,
551,2021,20,10224,48,33,6,12,23,8,2,36,54,2,67,0,1
552,2021,20,12720,50,40,6,12,15,9,3,2,7,0,70,0,
553,2021,20,12081,40,39,6,12,14,9,1,7,10,1,70,0,
554,2021,20,12132,30,42,6,12,6,3,2,16,3,0,61,15,2
555,2021,20,12987,40,38,6,12,6,2,5,14,7,1,54,0,
556,2021,20,11431,80,63,6,11,29,8,5,12,8,1,68,0,
557,2021,20,10524,73,72,6,11,12,18,9,21,5,1,86,0,2
558,2021,20,13237,70,68,6,11,9,16,6,53,33,2,127,0,1
559,2021,20,11283,70,62,6,11,7,8,10,22,12,1,56,0,2
560,2021,20,15394,45,29,6,11,7,4,2,11,12,1,36,5,1
561,2021,20,10802,52,52,6,11,5,4,5,21,0,0,49,0,
562,2021,20,11312,42,31,6,10,15,2,5,14,21,1,50,0,7
563,2021,20,11406,40,52,6,10,10,11,2,23,13,4,69,20,
564,2021,20,15293,33,46,6,10,8,4,11,48,41,7,78,0,
565,2021,20,11223,40,36,6,9,8,7,1,6,1,0,40,0,
566,2021,20,15464,100,59,6,9,6,9,18,101,90,1,89,0,
567,2021,20,15302,40,40,6,9,6,6,6,12,5,0,55,0,3
568,2021,20,11132,50,31,6,9,5,1,3,7,0,0,25,0,
569,2021,20,15348,30,30,6,9,2,7,1,29,24,0,88,0,2
570,2021,20,15226,30,26,6,9,2,4,8,22,25,2,51,5,1
571,2021,20,15452,100,64,6,8,15,12,15,117,109,1,99,0,
572,2021,20,11729,40,39,6,8,11,7,5,18,16,0,46,0,7
573,2021,20,10064,40,32,6,8,8,9,2,7,10,0,33,0,
574,2021,20,11886,20,31,6,8,6,2,1,20,12,1,53,13,
575,2021,20,15324,80,77,6,8,5,8,9,101,60,2,102,0,
576,2021,20,15203,40,32,6,8,5,2,7,70,66,4,55,0,1
577,2021,20,13107,27,26,6,8,5,2,3,6,4,0,51,0,
578,2021,20,15342,30,28,6,8,4,2,4,41,37,2,82,0,1
579,2021,20,12806,20,21,6,8,1,1,2,3,0,0,46,1,2
580,2021,20,13052,15,16,6,8,1,0,0,3,2,0,30,1,
581,2021,20,13353,55,55,6,7,19,9,6,10,2,0,87,0,
582,2021,20,11832,57,54,6,7,15,9,6,22,11,3,68,0,3
583,2021,20,11411,94,92,6,7,12,25,16,36,10,2,110,0,3
584,2021,20,11757,60,60,6,7,11,16,5,22,7,1,80,1,5
585,2021,20,11859,42,41,6,7,11,5,8,9,5,1,53,0,1
586,2021,20,10438,55,30,6,7,10,13,6,22,35,1,45,0,
587,2021,20,15149,90,83,6,7,10,7,18,163,128,7,149,0,
588,2021,20,13218,60,59,6,7,7,9,9,47,26,1,75,0,
589,2021,20,15357,60,33,6,7,6,3,9,51,49,3,49,0,
590,2021,20,15397,45,23,6,7,6,2,2,37,37,1,37,5,8
591,2021,20,15032,30,29,6,7,4,5,4,33,30,1,62,0,
592,2021,20,15356,60,56,6,7,3,7,8,87,62,2,67,0,
593,2021,20,10990,30,31,6,7,3,0,2,16,3,0,34,1,
594,2021,20,11644,71,68,6,6,16,9,18,16,3,2,85,0,
595,2021,20,13250,60,59,6,6,10,11,16,43,33,1,97,0,2
596,2021,20,10862,40,38,6,6,9,12,7,13,15,0,53,0,1
597,2021,20,15061,40,40,6,6,8,7,4,22,13,0,63,0,
598,2021,20,11790,38,38,6,6,8,5,2,12,1,0,44,0,4
599,2021,20,10266,40,17,6,6,6,5,5,11,22,3,39,0,
600,2021,20,15139,18,29,6,6,6,5,1,30,25,0,55,0,
601,2021,20,10516,15,14,6,6,2,1,0,1,2,0,22,0,
602,2021,20,12716,50,47,6,5,12,8,8,39,31,2,77,0,
603,2021,20,10089,60,26,6,5,8,2,6,6,7,0,32,0,
604,2021,20,10268,33,31,6,5,7,6,2,14,9,1,45,0,
605,2021,20,11138,35,28,6,5,6,5,1,15,10,0,40,0,10
606,2021,20,15246,30,27,6,5,6,4,3,31,28,2,53,0,6
607,2021,20,15213,50,32,6,5,6,3,7,87,82,8,80,0,8
608,2021,20,12907,25,25,6,5,5,5,2,4,2,0,40,0,
609,2021,20,11645,24,23,6,5,4,5,2,11,10,1,42,0,
610,2021,20,15258,35,33,6,5,4,3,13,40,38,2,54,0,
611,2021,20,12960,64,64,6,5,4,2,6,45,4,0,98,0,
612,2021,20,12495,40,24,6,5,3,4,7,14,15,1,35,0,
613,2021,20,10327,15,16,6,5,3,3,1,6,8,0,23,15,
614,2021,20,13348,50,46,6,5,2,7,10,43,27,4,65,0,
615,2021,20,12124,40,43,6,5,2,5,8,35,18,0,49,3,1
616,2021,20,13460,20,25,6,5,2,3,0,10,1,0,46,5,3
617,2021,20,11362,30,28,6,5,1,7,5,6,2,0,28,0,2
618,2021,20,10896,45,50,6,4,13,18,4,7,2,1,71,7,1
619,2021,20,15052,24,20,6,4,6,6,2,18,22,2,42,0,
620,2021,20,12048,20,19,6,4,6,5,1,12,15,4,45,5,1
621,2021,20,10189,20,13,6,4,3,3,3,11,17,1,28,0,4
622,2021,20,13272,18,18,6,4,1,4,5,12,14,0,30,0,
623,2021,20,13050,15,15,6,4,1,2,2,0,0,0,25,0,
624,2021,20,13392,12,16,6,4,1,1,0,4,0,0,18,4,3
625,2021,20,15265,45,41,6,3,9,9,3,63,52,3,82,0,1
626,2021,20,10190,20,18,6,3,6,4,2,6,9,2,30,0,2
627,2021,20,10762,40,29,6,3,3,7,2,18,10,1,44,0,
628,2021,20,11924,12,13,6,3,2,0,2,2,2,0,16,1,4
629,2021,20,15025,20,20,6,3,1,0,1,21,12,1,39,0,1
630,2021,20,13473,10,12,6,3,0,1,1,5,4,0,29,2,1
631,2021,20,13248,60,21,6,2,8,6,1,14,16,2,43,0,5
632,2021,20,13408,44,44,6,2,6,6,3,27,6,0,70,0,3
633,2021,20,15309,70,19,6,2,4,3,4,65,65,1,36,0,1
634,2021,20,15416,200,10,6,2,3,3,0,13,17,0,45,0,
635,2021,20,12492,40,13,6,2,1,2,2,8,8,1,13,0,2
636,2021,20,15062,40,26,6,2,1,0,4,31,18,2,45,0,2
637,2021,20,12770,9,10,6,2,1,0,0,3,2,0,24,1,4
638,2021,20,13288,10,8,6,2,0,2,1,6,9,2,13,4,
639,2021,20,11562,50,46,6,1,4,10,8,67,50,3,84,0,
640,2021,20,12441,25,14,6,1,2,3,3,21,22,4,26,0,
641,2021,20,12923,8,8,6,1,1,0,0,0,0,0,15,0,
642,2021,20,12769,9,10,6,1,0,0,0,5,2,0,16,1,2
643,2021,20,15414,200,127,5,19,12,8,18,156,91,10,143,0,
644,2021,20,12034,200,176,5,18,21,41,44,79,32,7,180,0,
645,2021,20,11975,40,45,5,18,7,3,4,21,13,1,61,6,1
646,2021,20,11436,35,32,5,18,7,0,0,3,1,0,36,0,3
647,2021,20,10281,60,29,5,17,23,14,8,45,84,5,53,0,
648,2021,20,12259,55,51,5,17,17,11,6,23,28,4,64,0,
649,2021,20,10318,30,27,5,16,6,2,1,6,9,2,35,0,1
650,2021,20,10406,50,48,5,16,3,0,2,23,1,0,22,0,2
651,2021,20,15086,90,65,5,14,15,7,4,62,42,5,98,0,
652,2021,20,10795,50,61,5,13,13,7,5,20,2,1,70,15,5
653,2021,20,13354,55,52,5,13,10,13,8,5,2,1,61,0,3
654,2021,20,15090,30,27,5,13,6,1,0,16,14,2,95,0,
655,2021,20,11638,70,66,5,12,17,12,8,28,16,1,74,0,
656,2021,20,12827,60,56,5,12,16,16,6,8,7,0,77,0,
657,2021,20,10197,80,69,5,12,12,19,19,16,14,2,78,0,
658,2021,20,12224,65,64,5,12,11,8,7,31,10,0,73,0,
659,2021,20,15188,80,68,5,12,11,4,14,90,68,1,102,0,
660,2021,20,11643,41,40,5,12,10,6,4,5,2,1,71,0,
661,2021,20,12937,30,39,5,12,9,1,1,17,6,0,55,10,2
662,2021,20,13111,27,27,5,12,7,3,0,7,7,0,57,0,4
663,2021,20,12304,50,49,5,11,22,11,1,11,12,1,70,0,2
664,2021,20,13215,60,60,5,11,18,17,3,13,7,1,75,1,6
665,2021,20,11755,100,69,5,11,15,14,12,56,44,8,97,0,
666,2021,20,11462,70,23,5,11,15,7,13,75,103,2,83,0,
667,2021,20,12696,50,49,5,11,15,7,2,13,4,1,88,0,
668,2021,20,11415,90,65,5,11,13,15,7,22,8,0,85,0,1
669,2021,20,11839,40,49,5,11,13,11,1,15,7,1,82,10,
670,2021,20,15238,60,56,5,11,10,4,8,78,60,2,92,0,1
671,2021,20,10543,60,44,5,11,9,8,4,10,3,0,41,0,3
672,2021,20,11773,40,41,5,11,7,9,8,26,25,2,61,10,7
673,2021,20,13048,60,81,5,10,16,18,3,34,12,1,90,22,3
674,2021,20,10606,45,45,5,10,10,9,5,8,2,0,51,0,5
675,2021,20,12746,18,18,5,10,3,0,0,1,1,0,39,0,5
676,2021,20,11761,60,60,5,9,17,15,4,19,9,0,86,0,1
677,2021,20,12629,40,39,5,9,17,6,3,5,6,1,64,0,2
678,2021,20,10919,55,56,5,9,15,7,11,12,3,0,73,1,
679,2021,20,13269,28,31,5,9,10,3,0,7,4,0,41,3,1
680,2021,20,13220,70,68,5,9,9,15,13,50,33,2,94,0,1
681,2021,20,13260,60,6,5,9,8,5,4,39,64,0,25,0,2
682,2021,20,15145,80,54,5,9,6,8,10,123,107,3,103,0,
683,2021,20,10381,20,28,5,9,4,6,1,14,11,1,33,11,
684,2021,20,15036,24,24,5,9,1,3,3,13,10,0,71,0,2
685,2021,20,13082,15,18,5,9,1,0,0,7,4,0,23,10,
686,2021,20,12841,70,62,5,8,14,15,11,23,14,3,96,0,2
687,2021,20,12793,40,48,5,8,11,9,7,9,1,0,67,9,5
688,2021,20,15218,50,33,5,8,9,9,9,74,81,2,63,0,1
689,2021,20,15119,50,44,5,8,8,1,5,69,52,1,74,0,3
690,2021,20,12666,20,20,5,8,7,0,1,0,1,0,42,0,
691,2021,20,15235,40,35,5,8,5,7,3,40,33,1,56,0,6
692,2021,20,13270,25,25,5,8,5,4,4,8,9,3,41,3,
693,2021,20,15476,50,12,5,8,3,3,1,2,12,0,25,0,
694,2021,20,15059,20,20,5,8,2,4,1,3,3,0,45,0,
695,2021,20,11807,15,25,5,8,2,0,0,11,1,0,31,10,
696,2021,20,13101,13,15,5,8,1,0,0,2,1,0,44,2,
697,2021,20,13098,13,14,5,8,0,0,0,6,5,0,42,2,
698,2021,20,10696,100,91,5,7,11,7,20,96,55,3,109,0,
699,2021,20,15087,90,31,5,7,10,4,8,40,43,2,57,0,2
700,2021,20,11650,33,31,5,7,8,2,3,14,8,0,50,0,
701,2021,20,10904,40,46,5,7,7,13,6,14,6,0,66,6,5
702,2021,20,12926,35,46,5,7,6,12,5,16,5,1,55,15,
703,2021,20,15199,50,30,5,7,6,6,6,70,70,2,54,0,
704,2021,20,15148,30,28,5,7,6,3,2,25,20,0,56,0,3
705,2021,20,12676,20,18,5,7,5,3,0,13,15,2,49,0,
706,2021,20,15071,100,18,5,7,4,6,3,88,95,2,49,0,
707,2021,20,10667,150,147,5,6,13,22,43,86,28,1,181,0,
708,2021,20,10270,45,20,5,6,9,9,1,14,24,2,30,0,3
709,2021,20,13257,60,52,5,6,8,10,4,88,69,3,104,0,
710,2021,20,11024,35,31,5,6,6,8,0,8,2,0,35,0,1
711,2021,20,15156,100,44,5,6,5,9,13,78,72,3,71,0,5
712,2021,20,11781,35,31,5,6,5,8,5,11,9,2,38,0,
713,2021,20,11432,80,65,5,6,3,12,15,27,4,1,66,0,
714,2021,20,10337,25,23,5,6,3,2,5,8,6,0,26,0,
715,2021,20,11639,65,63,5,5,13,22,14,10,6,1,79,0,
716,2021,20,11963,30,46,5,5,13,7,1,20,5,0,56,17,
717,2021,20,11416,50,41,5,5,10,3,8,19,9,1,58,0,
718,2021,20,10611,51,51,5,5,9,14,9,24,15,0,81,0,
719,2021,20,13246,70,56,5,5,8,12,15,71,60,1,79,0,
720,2021,20,11089,22,25,5,5,8,3,0,3,2,0,26,3,2
721,2021,20,10618,50,31,5,5,5,6,12,21,23,0,52,0,4
722,2021,20,10203,30,21,5,5,4,5,6,11,15,0,34,0,
723,2021,20,10334,15,13,5,5,4,2,0,2,5,0,16,0,5
724,2021,20,13063,15,15,5,5,4,1,0,0,0,0,24,0,
725,2021,20,11351,20,28,5,5,3,4,3,6,3,0,31,8,
726,2021,20,12854,19,18,5,5,3,3,0,4,2,1,45,0,
727,2021,20,12035,13,17,5,5,2,0,0,8,3,0,21,6,
728,2021,20,15405,40,11,5,5,1,4,3,37,44,2,22,0,
729,2021,20,15097,80,54,5,4,8,9,8,85,65,11,82,0,1
730,2021,20,11288,40,38,5,4,7,6,4,25,13,2,45,0,1
731,2021,20,13394,15,17,5,4,5,1,1,4,3,0,20,2,2
732,2021,20,15129,27,26,5,4,4,3,3,31,24,0,41,0,1
733,2021,20,12850,21,21,5,4,4,1,0,8,1,0,48,0,1
734,2021,20,15384,100,26,5,4,3,6,2,20,14,1,24,0,
735,2021,20,12747,18,16,5,4,3,4,0,1,2,0,36,0,6
736,2021,20,11904,15,16,5,4,3,3,1,4,4,0,26,1,
737,2021,20,15046,24,18,5,4,3,1,3,69,67,5,40,0,
738,2021,20,15217,50,30,5,4,2,3,6,68,58,1,51,0,
739,2021,20,15137,12,19,5,4,2,1,2,14,9,1,32,3,4
740,2021,20,15367,40,14,5,4,1,3,1,13,13,1,19,0,5
741,2021,20,13129,30,22,5,4,0,1,7,11,6,0,28,0,
742,2021,20,10614,55,55,5,3,20,11,10,15,9,0,99,0,
743,2021,20,11693,75,51,5,3,13,22,15,36,43,1,79,0,1
744,2021,20,10328,40,36,5,3,9,13,2,6,2,0,38,0,
745,2021,20,15170,100,24,5,3,7,6,7,46,50,2,46,0,
746,2021,20,10136,40,21,5,3,7,4,4,0,2,0,20,0,1
747,2021,20,11487,50,17,5,3,7,3,2,19,24,0,40,0,5
748,2021,20,11741,80,36,5,3,6,5,9,36,28,1,46,0,
749,2021,20,10837,60,23,5,3,5,3,8,8,9,0,35,0,4
750,2021,20,13094,20,20,5,3,5,2,1,9,5,0,19,0,
751,2021,20,11824,55,57,5,3,4,9,16,27,7,1,58,3,1
752,2021,20,12765,12,14,5,3,1,1,1,5,2,0,18,2,
753,2021,20,12755,12,12,5,3,0,0,0,5,1,0,20,0,2
754,2021,20,13232,60,57,5,2,17,17,5,33,22,3,91,0,1
755,2021,20,11368,40,41,5,2,12,5,5,15,3,0,47,1,
756,2021,20,12849,80,69,5,2,6,8,13,59,24,0,86,0,2
757,2021,20,15371,30,21,5,2,5,6,3,33,33,2,27,0,2
758,2021,20,13170,15,23,5,2,5,0,3,16,8,2,29,10,1
759,2021,20,11907,12,12,5,2,2,0,2,7,6,0,21,0,1
760,2021,20,12759,12,13,5,2,1,2,3,2,2,0,23,1,2
761,2021,20,13083,13,13,5,2,1,1,1,5,2,0,21,0,2
762,2021,20,13243,50,15,5,2,0,0,5,33,30,1,29,0,
763,2021,20,10841,40,40,5,1,10,10,2,23,11,1,64,1,3
764,2021,20,11302,25,6,5,1,2,2,2,8,14,1,16,10,1
765,2021,20,13040,13,13,5,1,2,2,1,8,6,1,13,1,1
766,2021,20,11020,35,20,5,1,1,1,6,8,2,0,22,0,2
767,2021,20,11969,40,30,5,0,7,11,12,17,22,0,45,0,
768,2021,20,10568,55,32,5,0,4,7,7,9,0,0,29,0,
769,2021,20,15373,25,9,5,0,3,3,1,24,27,1,11,0,
770,2021,20,10178,15,9,5,0,2,5,1,12,16,2,19,0,
771,2021,20,13255,70,60,4,33,17,14,4,37,49,9,118,0,1
772,2021,20,12730,55,54,4,21,12,10,5,6,4,0,75,0,
773,2021,20,10378,30,27,4,20,5,1,2,7,12,0,37,0,
774,2021,20,12072,40,39,4,19,12,4,1,10,11,1,57,0,
775,2021,20,11532,70,59,4,17,15,18,13,70,78,5,111,0,
776,2021,20,12911,42,48,4,16,12,6,3,16,9,0,61,10,
777,2021,20,11684,90,50,4,15,14,13,12,32,40,5,85,0,
778,2021,20,12301,40,39,4,15,14,1,6,5,6,1,62,0,5
779,2021,20,13349,40,41,4,15,7,6,5,16,12,0,72,1,
780,2021,20,12912,30,30,4,15,7,5,1,1,3,0,47,0,1
781,2021,20,12728,45,51,4,14,18,9,0,9,3,0,76,6,
782,2021,20,12657,20,19,4,14,1,0,0,1,1,1,38,0,
